state,district_name,agro_climatic_zone,drought_prone_flag,flood_prone_flag,aspirational_district_flag,state_rural_poverty_rate_pct,state_irrigation_coverage_pct,state_avg_landholding_ha
Karnataka,Gadag,Southern Plateau and Hills Region,1,0,0,10.1,28.5,1.36
Karnataka,Hassan,Southern Plateau and Hills Region,0,0,0,10.1,28.5,1.36
Karnataka,Haveri,Southern Plateau and Hills Region,0,0,0,10.1,28.5,1.36
Karnataka,Kalaburagi (Gulbarga),Southern Plateau and Hills Region,1,0,0,10.1,28.5,1.36
Karnataka,Kodagu,Southern Plateau and Hills Region,0,0,0,10.1,28.5,1.36
Karnataka,Kolar,Southern Plateau and Hills Region,1,0,0,10.1,28.5,1.36
Karnataka,Koppal,Southern Plateau and Hills Region,1,0,0,10.1,28.5,1.36
Karnataka,Mandya,Southern Plateau and Hills Region,1,0,0,10.1,28.5,1.36
Karnataka,Mysuru (Mysore),Southern Plateau and Hills Region,1,0,0,10.1,28.5,1.36
Karnataka,Raichur,Southern Plateau and Hills Region,1,0,1,10.1,28.5,1.36
Karnataka,Ramanagara,Southern Plateau and Hills Region,1,0,0,10.1,28.5,1.36
Karnataka,Shivamogga (Shimoga),Southern Plateau and Hills Region,0,0,0,10.1,28.5,1.36
Karnataka,Tumakuru (Tumkur),Southern Plateau and Hills Region,1,0,0,10.1,28.5,1.36
Karnataka,Udupi,West Coast Plains and Ghats Region,0,0,0,10.1,28.5,1.36
Karnataka,Uttara Kannada (Karwar),West Coast Plains and Ghats Region,0,0,0,10.1,28.5,1.36
Karnataka,Vijayapura (Bijapur),Southern Plateau and Hills Region,1,0,0,10.1,28.5,1.36
Karnataka,Yadgir,Southern Plateau and Hills Region,1,0,1,10.1,28.5,1.36
Karnataka,Vijayanagara,Southern Plateau and Hills Region,1,0,0,10.1,28.5,1.36
Kerala,Alappuzha,West Coast Plains and Ghats Region,0,1,0,0.7,26.0,0.18
Kerala,Ernakulam,West Coast Plains and Ghats Region,0,1,0,0.7,26.0,0.18
Kerala,Idukki,West Coast Plains and Ghats Region,0,1,0,0.7,26.0,0.18
Kerala,Kannur,West Coast Plains and Ghats Region,0,1,0,0.7,26.0,0.18
Kerala,Kasaragod,West Coast Plains and Ghats Region,0,1,0,0.7,26.0,0.18
Kerala,Kollam,West Coast Plains and Ghats Region,0,1,0,0.7,26.0,0.18
Kerala,Kottayam,West Coast Plains and Ghats Region,0,1,0,0.7,26.0,0.18
Kerala,Kozhikode,West Coast Plains and Ghats Region,0,1,0,0.7,26.0,0.18
Kerala,Malappuram,West Coast Plains and Ghats Region,0,1,0,0.7,26.0,0.18
Kerala,Palakkad,West Coast Plains and Ghats Region,0,1,0,0.7,26.0,0.18
Kerala,Pathanamthitta,West Coast Plains and Ghats Region,0,1,0,0.7,26.0,0.18
Kerala,Thiruvananthapuram,West Coast Plains and Ghats Region,0,1,0,0.7,26.0,0.18
Kerala,Thrissur,West Coast Plains and Ghats Region,0,1,0,0.7,26.0,0.18
Kerala,Wayanad,West Coast Plains and Ghats Region,0,1,1,0.7,26.0,0.18
Ladakh (UT),Kargil,Western Himalayan Region,0,0,0,4.5,100.0,0.59
Ladakh (UT),Leh,Western Himalayan Region,0,0,0,4.5,100.0,0.59
Lakshadweep (UT),Lakshadweep,Islands Region,0,0,0,0.5,0.0,0.27
Madhya Pradesh,Agar Malwa,Central Plateau and Hills Region,1,0,0,25.1,44.5,1.57
Madhya Pradesh,Alirajpur,Western Plateau and Hills Region,1,0,0,25.1,44.5,1.57
Madhya Pradesh,Anuppur,Central Plateau and Hills Region,1,0,0,25.1,44.5,1.57
Madhya Pradesh,Ashoknagar,Central Plateau and Hills Region,0,0,0,25.1,44.5,1.57
Madhya Pradesh,Balaghat,Central Plateau and Hills Region,0,0,0,25.1,44.5,1.57
Madhya Pradesh,Barwani,Western Plateau and Hills Region,1,0,1,25.1,44.5,1.57
Madhya Pradesh,Betul,Central Plateau and Hills Region,1,0,0,25.1,44.5,1.57
Madhya Pradesh,Bhind,Central Plateau and Hills Region,1,0,0,25.1,44.5,1.57
Madhya Pradesh,Bhopal,Central Plateau and Hills Region,0,0,0,25.1,44.5,1.57
Madhya Pradesh,Burhanpur,Western Plateau and Hills Region,1,0,0,25.1,44.5,1.57
Madhya Pradesh,Chhatarpur,Central Plateau and Hills Region,1,0,1,25.1,44.5,1.57
Madhya Pradesh,Chhindwara,Central Plateau and Hills Region,0,0,0,25.1,44.5,1.57
Madhya Pradesh,Damoh,Central Plateau and Hills Region,1,0,1,25.1,44.5,1.57
Madhya Pradesh,Datia,Central Plateau and Hills Region,1,0,0,25.1,44.5,1.57
Madhya Pradesh,Dewas,Central Plateau and Hills Region,1,0,0,25.1,44.5,1.57
Madhya Pradesh,Dhar,Western Plateau and Hills Region,1,0,0,25.1,44.5,1.57
Madhya Pradesh,Dindori,Central Plateau and Hills Region,0,0,0,25.1,44.5,1.57
Madhya Pradesh,Guna,Central Plateau and Hills Region,0,0,1,25.1,44.5,1.57
Madhya Pradesh,Gwalior,Central Plateau and Hills Region,0,0,0,25.1,44.5,1.57
Madhya Pradesh,Harda,Central Plateau and Hills Region,0,0,0,25.1,44.5,1.57
Madhya Pradesh,Hoshangabad,Central Plateau and Hills Region,0,0,0,25.1,44.5,1.57
Madhya Pradesh,Indore,Central Plateau and Hills Region,0,0,0,25.1,44.5,1.57
Madhya Pradesh,Jabalpur,Central Plateau and Hills Region,0,0,0,25.1,44.5,1.57
Madhya Pradesh,Jhabua,Western Plateau and Hills Region,1,0,0,25.1,44.5,1.57
Madhya Pradesh,Katni,Central Plateau and Hills Region,0,0,0,25.1,44.5,1.57
Madhya Pradesh,Khandwa,Western Plateau and Hills Region,1,0,1,25.1,44.5,1.57
Madhya Pradesh,Khargone,Western Plateau and Hills Region,1,0,0,25.1,44.5,1.57
Madhya Pradesh,Mandla,Central Plateau and Hills Region,0,0,0,25.1,44.5,1.57
Madhya Pradesh,Mandsaur,Central Plateau and Hills Region,0,0,0,25.1,44.5,1.57
Madhya Pradesh,Morena,Central Plateau and Hills Region,1,0,0,25.1,44.5,1.57
Madhya Pradesh,Narsinghpur,Central Plateau and Hills Region,0,0,0,25.1,44.5,1.57
Madhya Pradesh,Neemuch,Central Plateau and Hills Region,0,0,0,25.1,44.5,1.57
Madhya Pradesh,Niwari,Central Plateau and Hills Region,1,0,0,25.1,44.5,1.57
Madhya Pradesh,Panna,Central Plateau and Hills Region,1,0,0,25.1,44.5,1.57
Madhya Pradesh,Raisen,Central Plateau and Hills Region,0,0,0,25.1,44.5,1.57
Madhya Pradesh,Rajgarh,Central Plateau and Hills Region,1,0,1,25.1,44.5,1.57
Madhya Pradesh,Ratlam,Central Plateau and Hills Region,1,0,0,25.1,44.5,1.57
Madhya Pradesh,Rewa,Central Plateau and Hills Region,1,0,0,25.1,44.5,1.57
Madhya Pradesh,Sagar,Central Plateau and Hills Region,1,0,0,25.1,44.5,1.57
Madhya Pradesh,Satna,Central Plateau and Hills Region,1,0,0,25.1,44.5,1.57
Madhya Pradesh,Sehore,Central Plateau and Hills Region,1,0,0,25.1,44.5,1.57
Madhya Pradesh,Seoni,Central Plateau and Hills Region,0,0,0,25.1,44.5,1.57
Madhya Pradesh,Shahdol,Central Plateau and Hills Region,0,0,0,25.1,44.5,1.57
Madhya Pradesh,Shajapur,Central Plateau and Hills Region,1,0,0,25.1,44.5,1.57
Madhya Pradesh,Sheopur,Central Plateau and Hills Region,1,0,0,25.1,44.5,1.57
Madhya Pradesh,Shivpuri,Central Plateau and Hills Region,0,0,0,25.1,44.5,1.57
Madhya Pradesh,Sidhi,Central Plateau and Hills Region,1,0,0,25.1,44.5,1.57
Madhya Pradesh,Singrauli,Central Plateau and Hills Region,1,0,1,25.1,44.5,1.57
Madhya Pradesh,Tikamgarh,Central Plateau and Hills Region,1,0,0,25.1,44.5,1.57
Madhya Pradesh,Ujjain,Central Plateau and Hills Region,1,0,0,25.1,44.5,1.57
Madhya Pradesh,Umaria,Central Plateau and Hills Region,0,0,0,25.1,44.5,1.57
Madhya Pradesh,Vidisha,Central Plateau and Hills Region,0,0,1,25.1,44.5,1.57
Madhya Pradesh,Mauganj,Central Plateau and Hills Region,0,0,0,25.1,44.5,1.57
Madhya Pradesh,Maihar,Central Plateau and Hills Region,0,0,0,25.1,44.5,1.57
Madhya Pradesh,Pandhurna,Central Plateau and Hills Region,0,0,0,25.1,44.5,1.57
Maharashtra,Ahmednagar,Western Plateau and Hills Region,1,0,0,11.2,16.8,1.34
Maharashtra,Akola,Western Plateau and Hills Region,1,0,0,11.2,16.8,1.34
Maharashtra,Amravati,Western Plateau and Hills Region,1,0,0,11.2,16.8,1.34
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),Western Plateau and Hills Region,1,0,1,11.2,16.8,1.34
Maharashtra,Beed,Western Plateau and Hills Region,1,0,0,11.2,16.8,1.34
Maharashtra,Bhandara,Western Plateau and Hills Region,0,0,0,11.2,16.8,1.34
Maharashtra,Buldhana,Western Plateau and Hills Region,1,0,0,11.2,16.8,1.34
Maharashtra,Chandrapur,Western Plateau and Hills Region,0,0,0,11.2,16.8,1.34
Maharashtra,Dhule,Western Plateau and Hills Region,1,0,0,11.2,16.8,1.34
Maharashtra,Gadchirolli,Western Plateau and Hills Region,0,0,0,11.2,16.8,1.34
Maharashtra,Gondia,Western Plateau and Hills Region,0,0,0,11.2,16.8,1.34
Maharashtra,Hingoli,Western Plateau and Hills Region,1,0,0,11.2,16.8,1.34
Maharashtra,Jalgaon,Western Plateau and Hills Region,1,0,0,11.2,16.8,1.34
Maharashtra,Jalna,Western Plateau and Hills Region,1,0,0,11.2,16.8,1.34
Maharashtra,Kolhapur,West Coast Plains and Ghats Region,0,0,0,11.2,16.8,1.34
Maharashtra,Latur,Western Plateau and Hills Region,1,0,0,11.2,16.8,1.34
Maharashtra,Mumbai City,West Coast Plains and Ghats Region,0,0,0,11.2,16.8,1.34
Maharashtra,Mumbai Suburban,West Coast Plains and Ghats Region,0,0,0,11.2,16.8,1.34
Maharashtra,Nagpur,Western Plateau and Hills Region,0,0,0,11.2,16.8,1.34
Maharashtra,Nanded,Western Plateau and Hills Region,0,0,1,11.2,16.8,1.34
Maharashtra,Nandurbar,Western Plateau and Hills Region,0,0,1,11.2,16.8,1.34
Maharashtra,Nashik,Western Plateau and Hills Region,1,0,0,11.2,16.8,1.34
Maharashtra,Osmanabad (Dharashiv),Western Plateau and Hills Region,1,0,1,11.2,16.8,1.34
Maharashtra,Palghar,West Coast Plains and Ghats Region,0,0,0,11.2,16.8,1.34
Maharashtra,Parbhani,Western Plateau and Hills Region,1,0,0,11.2,16.8,1.34
Maharashtra,Pune,Western Plateau and Hills Region,1,0,0,11.2,16.8,1.34
Maharashtra,Raigad,West Coast Plains and Ghats Region,0,0,0,11.2,16.8,1.34
Maharashtra,Ratnagiri,West Coast Plains and Ghats Region,0,0,0,11.2,16.8,1.34
Maharashtra,Sangli,Western Plateau and Hills Region,1,0,0,11.2,16.8,1.34
Maharashtra,Satara,Western Plateau and Hills Region,1,0,0,11.2,16.8,1.34
Maharashtra,Sindhudurg,West Coast Plains and Ghats Region,0,0,0,11.2,16.8,1.34
Maharashtra,Solapur,Western Plateau and Hills Region,1,0,0,11.2,16.8,1.34
Maharashtra,Thane,West Coast Plains and Ghats Region,0,0,0,11.2,16.8,1.34
Maharashtra,Wardha,Western Plateau and Hills Region,0,0,0,11.2,16.8,1.34
Maharashtra,Washim,Western Plateau and Hills Region,1,0,1,11.2,16.8,1.34
Maharashtra,Yavatmal,Western Plateau and Hills Region,1,0,0,11.2,16.8,1.34
Manipur,Bishnupur,Eastern Himalayan Region,0,0,0,10.95,25.0,1.14
Manipur,Chandel,Eastern Himalayan Region,0,0,1,10.95,25.0,1.14
Manipur,Churachandpur,Eastern Himalayan Region,0,0,0,10.95,25.0,1.14
Manipur,Imphal East,Eastern Himalayan Region,0,0,0,10.95,25.0,1.14
Manipur,Imphal West,Eastern Himalayan Region,0,0,0,10.95,25.0,1.14
Manipur,Jiribam,Eastern Himalayan Region,0,0,0,10.95,25.0,1.14
Manipur,Kakching,Eastern Himalayan Region,0,0,0,10.95,25.0,1.14
Manipur,Kamjong,Eastern Himalayan Region,0,0,0,10.95,25.0,1.14
Manipur,Kangpokpi,Eastern Himalayan Region,0,0,0,10.95,25.0,1.14
Manipur,Noney,Eastern Himalayan Region,0,0,0,10.95,25.0,1.14
Manipur,Pherzawl,Eastern Himalayan Region,0,0,0,10.95,25.0,1.14
Manipur,Senapati,Eastern Himalayan Region,0,0,0,10.95,25.0,1.14
Manipur,Tamenglong,Eastern Himalayan Region,0,0,0,10.95,25.0,1.14
Manipur,Tengnoupal,Eastern Himalayan Region,0,0,0,10.95,25.0,1.14
Manipur,Thoubal,Eastern Himalayan Region,0,0,0,10.95,25.0,1.14
Manipur,Ukhrul,Eastern Himalayan Region,0,0,0,10.95,25.0,1.14
Meghalaya,East Garo Hills,Eastern Himalayan Region,0,0,0,32.5,20.0,1.29
Meghalaya,East Jaintia Hills,Eastern Himalayan Region,0,0,0,32.5,20.0,1.29
Meghalaya,East Khasi Hills,Eastern Himalayan Region,0,0,0,32.5,20.0,1.29
Meghalaya,Eastern West Khasi Hills,Eastern Himalayan Region,0,0,0,32.5,20.0,1.29
Meghalaya,North Garo Hills,Eastern Himalayan Region,0,0,0,32.5,20.0,1.29
Meghalaya,Ri Bhoi,Eastern Himalayan Region,0,0,1,32.5,20.0,1.29
Meghalaya,South Garo Hills,Eastern Himalayan Region,0,0,0,32.5,20.0,1.29
Meghalaya,South West Garo Hills,Eastern Himalayan Region,0,0,0,32.5,20.0,1.29
Meghalaya,South West Khasi Hills,Eastern Himalayan Region,0,0,0,32.5,20.0,1.29
Meghalaya,West Garo Hills,Eastern Himalayan Region,0,0,0,32.5,20.0,1.29
Meghalaya,West Jaintia Hills,Eastern Himalayan Region,0,0,0,32.5,20.0,1.29
Meghalaya,West Khasi Hills,Eastern Himalayan Region,0,0,0,32.5,20.0,1.29
Mizoram,Aizawl,Eastern Himalayan Region,0,0,0,11.0,10.0,1.25
Mizoram,Champhai,Eastern Himalayan Region,0,0,0,11.0,10.0,1.25
Mizoram,Hnahthial,Eastern Himalayan Region,0,0,0,11.0,10.0,1.25
Mizoram,Khawzawl,Eastern Himalayan Region,0,0,0,11.0,10.0,1.25
Mizoram,Kolasib,Eastern Himalayan Region,0,0,0,11.0,10.0,1.25
Mizoram,Lawngtlai,Eastern Himalayan Region,0,0,0,11.0,10.0,1.25
Mizoram,Lunglei,Eastern Himalayan Region,0,0,0,11.0,10.0,1.25
Mizoram,Mamit,Eastern Himalayan Region,0,0,1,11.0,10.0,1.25
Mizoram,Saiha,Eastern Himalayan Region,0,0,0,11.0,10.0,1.25
Mizoram,Saitual,Eastern Himalayan Region,0,0,0,11.0,10.0,1.25
Mizoram,Serchhip,Eastern Himalayan Region,0,0,0,11.0,10.0,1.25
Nagaland,Chumoukedima,Eastern Himalayan Region,0,0,0,17.5,6.4,4.87
Nagaland,Dimapur,Eastern Himalayan Region,0,0,0,17.5,6.4,4.87
Nagaland,Kiphire,Eastern Himalayan Region,0,0,1,17.5,6.4,4.87
Nagaland,Kohima,Eastern Himalayan Region,0,0,0,17.5,6.4,4.87
Nagaland,Longleng,Eastern Himalayan Region,0,0,0,17.5,6.4,4.87
Nagaland,Mokokchung,Eastern Himalayan Region,0,0,0,17.5,6.4,4.87
Nagaland,Mon,Eastern Himalayan Region,0,0,0,17.5,6.4,4.87
Nagaland,Niuland,Eastern Himalayan Region,0,0,0,17.5,6.4,4.87
Nagaland,Noklak,Eastern Himalayan Region,0,0,0,17.5,6.4,4.87
Nagaland,Peren,Eastern Himalayan Region,0,0,0,17.5,6.4,4.87
Nagaland,Phek,Eastern Himalayan Region,0,0,0,17.5,6.4,4.87
Nagaland,Shamator,Eastern Himalayan Region,0,0,0,17.5,6.4,4.87
Nagaland,Tseminyu,Eastern Himalayan Region,0,0,0,17.5,6.4,4.87
Nagaland,Tuensang,Eastern Himalayan Region,0,0,0,17.5,6.4,4.87
Nagaland,Wokha,Eastern Himalayan Region,0,0,0,17.5,6.4,4.87
Nagaland,Zunheboto,Eastern Himalayan Region,0,0,0,17.5,6.4,4.87
Odisha,Angul,Eastern Plateau and Hills Region,0,0,0,17.72,33.6,0.95
Odisha,Balangir,Eastern Plateau and Hills Region,1,0,1,17.72,33.6,0.95
Odisha,Balasore,East Coast Plains and Hills Region,0,1,0,17.72,33.6,0.95
Odisha,Bargarh,Eastern Plateau and Hills Region,1,0,0,17.72,33.6,0.95
Odisha,Bhadrak,East Coast Plains and Hills Region,0,1,0,17.72,33.6,0.95
Odisha,Boudh,Eastern Plateau and Hills Region,1,0,0,17.72,33.6,0.95
Odisha,Cuttack,East Coast Plains and Hills Region,0,1,0,17.72,33.6,0.95
Odisha,Deogarh,Eastern Plateau and Hills Region,0,0,0,17.72,33.6,0.95
Odisha,Dhenkanal,Eastern Plateau and Hills Region,0,0,1,17.72,33.6,0.95
Odisha,Gajapati,Eastern Plateau and Hills Region,0,0,1,17.72,33.6,0.95
Odisha,Ganjam,East Coast Plains and Hills Region,0,0,0,17.72,33.6,0.95
Odisha,Jagatsinghapur,East Coast Plains and Hills Region,0,1,0,17.72,33.6,0.95
Odisha,Jajpur,East Coast Plains and Hills Region,0,1,0,17.72,33.6,0.95
Odisha,Jharsuguda,Eastern Plateau and Hills Region,0,0,0,17.72,33.6,0.95
Odisha,Kalahandi,Eastern Plateau and Hills Region,1,0,1,17.72,33.6,0.95
Odisha,Kandhamal,Eastern Plateau and Hills Region,0,0,1,17.72,33.6,0.95
Odisha,Kendrapara,East Coast Plains and Hills Region,0,1,0,17.72,33.6,0.95
Odisha,Kendujhar (Keonjhar),Eastern Plateau and Hills Region,0,0,1,17.72,33.6,0.95
Odisha,Khordha,East Coast Plains and Hills Region,0,0,0,17.72,33.6,0.95
Odisha,Koraput,Eastern Plateau and Hills Region,0,0,1,17.72,33.6,0.95
Odisha,Malkangiri,Eastern Plateau and Hills Region,0,0,1,17.72,33.6,0.95
Odisha,Mayurbhanj,Eastern Plateau and Hills Region,0,0,0,17.72,33.6,0.95
Odisha,Nabarangpur,Eastern Plateau and Hills Region,0,0,1,17.72,33.6,0.95
Odisha,Nayagarh,East Coast Plains and Hills Region,0,0,0,17.72,33.6,0.95
Odisha,Nuapada,Eastern Plateau and Hills Region,1,0,1,17.72,33.6,0.95
Odisha,Puri,East Coast Plains and Hills Region,0,1,0,17.72,33.6,0.95
Odisha,Rayagada,Eastern Plateau and Hills Region,1,0,1,17.72,33.6,0.95
Odisha,Sambalpur,Eastern Plateau and Hills Region,0,0,0,17.72,33.6,0.95
Odisha,Sonepur,Eastern Plateau and Hills Region,1,0,0,17.72,33.6,0.95
Odisha,Sundargarh,Eastern Plateau and Hills Region,0,0,0,17.72,33.6,0.95
Puducherry (UT),Karaikal,East Coast Plains and Hills Region,0,0,0,0.8,90.0,0.62
Puducherry (UT),Mahe,East Coast Plains and Hills Region,0,0,0,0.8,90.0,0.62
Puducherry (UT),Puducherry,East Coast Plains and Hills Region,0,0,0,0.8,90.0,0.62
Puducherry (UT),Yanam,East Coast Plains and Hills Region,0,0,0,0.8,90.0,0.62
Punjab,Amritsar,Trans-Gangetic Plains Region,0,1,0,4.7,98.1,3.62
Punjab,Barnala,Trans-Gangetic Plains Region,0,0,0,4.7,98.1,3.62
Punjab,Bathinda,Trans-Gangetic Plains Region,0,0,0,4.7,98.1,3.62
Punjab,Faridkot,Trans-Gangetic Plains Region,0,0,0,4.7,98.1,3.62
Punjab,Fatehgarh Sahib,Trans-Gangetic Plains Region,0,0,0,4.7,98.1,3.62
Punjab,Fazilka,Trans-Gangetic Plains Region,0,0,0,4.7,98.1,3.62
Punjab,Ferozepur,Trans-Gangetic Plains Region,0,1,1,4.7,98.1,3.62
Punjab,Gurdaspur,Trans-Gangetic Plains Region,0,1,0,4.7,98.1,3.62
Punjab,Hoshiarpur,Trans-Gangetic Plains Region,0,0,0,4.7,98.1,3.62
Punjab,Jalandhar,Trans-Gangetic Plains Region,0,1,0,4.7,98.1,3.62
Punjab,Kapurthala,Trans-Gangetic Plains Region,0,1,0,4.7,98.1,3.62
Punjab,Ludhiana,Trans-Gangetic Plains Region,0,0,0,4.7,98.1,3.62
Punjab,Malerkotla,Trans-Gangetic Plains Region,0,0,0,4.7,98.1,3.62
Punjab,Mansa,Trans-Gangetic Plains Region,0,0,0,4.7,98.1,3.62
Punjab,Moga,Trans-Gangetic Plains Region,0,0,1,4.7,98.1,3.62
Punjab,Muktsar,Trans-Gangetic Plains Region,0,0,0,4.7,98.1,3.62
Punjab,Pathankot,Trans-Gangetic Plains Region,0,1,0,4.7,98.1,3.62
Punjab,Patiala,Trans-Gangetic Plains Region,0,0,0,4.7,98.1,3.62
Punjab,Rupnagar,Trans-Gangetic Plains Region,0,1,0,4.7,98.1,3.62
Punjab,Sahibzada Ajit Singh Nagar (Mohali),Trans-Gangetic Plains Region,0,0,0,4.7,98.1,3.62
Punjab,Shahid Bhagat Singh Nagar (Nawanshahr),Trans-Gangetic Plains Region,0,0,0,4.7,98.1,3.62
Punjab,Sri Muktsar Sahib,Trans-Gangetic Plains Region,0,0,0,4.7,98.1,3.62
Punjab,Tarn Taran,Trans-Gangetic Plains Region,0,1,0,4.7,98.1,3.62
Rajasthan,Ajmer,Central Plateau and Hills Region,1,0,0,18.6,26.4,2.73
Rajasthan,Alwar,Central Plateau and Hills Region,1,0,0,18.6,26.4,2.73
Rajasthan,Anupgarh,Western Dry Region,1,0,0,18.6,26.4,2.73
Rajasthan,Balotra,Western Dry Region,1,0,0,18.6,26.4,2.73
Rajasthan,Banswara,Central Plateau and Hills Region,1,0,0,18.6,26.4,2.73
Rajasthan,Baran,Central Plateau and Hills Region,1,0,1,18.6,26.4,2.73
Rajasthan,Barmer,Western Dry Region,1,0,1,18.6,26.4,2.73
Rajasthan,Bharatpur,Central Plateau and Hills Region,1,0,0,18.6,26.4,2.73
Rajasthan,Bhilwara,Central Plateau and Hills Region,1,0,0,18.6,26.4,2.73
Rajasthan,Bikaner,Western Dry Region,1,0,0,18.6,26.4,2.73
Rajasthan,Bundi,Central Plateau and Hills Region,1,0,0,18.6,26.4,2.73
Rajasthan,Chittorgarh,Central Plateau and Hills Region,1,0,0,18.6,26.4,2.73
Rajasthan,Churu,Western Dry Region,1,0,0,18.6,26.4,2.73
Rajasthan,Dausa,Central Plateau and Hills Region,1,0,0,18.6,26.4,2.73
Rajasthan,Deeg,Central Plateau and Hills Region,0,0,0,18.6,26.4,2.73
Rajasthan,Dholpur,Central Plateau and Hills Region,1,0,1,18.6,26.4,2.73
Rajasthan,Didwana-Kuchaman,Western Dry Region,1,0,0,18.6,26.4,2.73
Rajasthan,Dudu,Central Plateau and Hills Region,1,0,0,18.6,26.4,2.73
Rajasthan,Dungarpur,Central Plateau and Hills Region,1,0,0,18.6,26.4,2.73
Rajasthan,Gangapurcity,Central Plateau and Hills Region,1,0,0,18.6,26.4,2.73
Rajasthan,Hanumangarh,Western Dry Region,1,0,0,18.6,26.4,2.73
Rajasthan,Jaipur,Central Plateau and Hills Region,1,0,0,18.6,26.4,2.73
Rajasthan,Jaipur Rural,Central Plateau and Hills Region,1,0,0,18.6,26.4,2.73
Rajasthan,Jaisalmer,Western Dry Region,1,0,1,18.6,26.4,2.73
Rajasthan,Jalore,Western Dry Region,1,0,0,18.6,26.4,2.73
Rajasthan,Jhalawar,Central Plateau and Hills Region,1,0,0,18.6,26.4,2.73
Rajasthan,Jhunjhunu,Western Dry Region,1,0,0,18.6,26.4,2.73
Rajasthan,Jodhpur,Western Dry Region,1,0,0,18.6,26.4,2.73
Rajasthan,Jodhpur Rural,Western Dry Region,1,0,0,18.6,26.4,2.73
Rajasthan,Karauli,Central Plateau and Hills Region,1,0,1,18.6,26.4,2.73
Rajasthan,Kekri,Central Plateau and Hills Region,1,0,0,18.6,26.4,2.73
Rajasthan,Khairthal-Tijara,Central Plateau and Hills Region,1,0,0,18.6,26.4,2.73
Rajasthan,Kota,Central Plateau and Hills Region,1,0,0,18.6,26.4,2.73
Rajasthan,Kotputli-Behror,Central Plateau and Hills Region,1,0,0,18.6,26.4,2.73
Rajasthan,Nagaur,Western Dry Region,1,0,0,18.6,26.4,2.73
Rajasthan,Neem Ka Thana,Central Plateau and Hills Region,1,0,0,18.6,26.4,2.73
Rajasthan,Pali,Western Dry Region,1,0,0,18.6,26.4,2.73
Rajasthan,Phalodi,Western Dry Region,1,0,0,18.6,26.4,2.73
Rajasthan,Pratapgarh,Central Plateau and Hills Region,0,0,0,18.6,26.4,2.73
Rajasthan,Rajsamand,Central Plateau and Hills Region,1,0,0,18.6,26.4,2.73
Rajasthan,Salumbar,Central Plateau and Hills Region,1,0,0,18.6,26.4,2.73
Rajasthan,Sanchore,Western Dry Region,1,0,0,18.6,26.4,2.73
Rajasthan,Sawai Madhopur,Central Plateau and Hills Region,1,0,0,18.6,26.4,2.73
Rajasthan,Shahpura,Central Plateau and Hills Region,1,0,0,18.6,26.4,2.73
Rajasthan,Sikar,Western Dry Region,1,0,0,18.6,26.4,2.73
Rajasthan,Sirohi,Central Plateau and Hills Region,1,0,1,18.6,26.4,2.73
Rajasthan,Sri Ganganagar,Western Dry Region,1,0,0,18.6,26.4,2.73
Rajasthan,Tonk,Central Plateau and Hills Region,1,0,0,18.6,26.4,2.73
Rajasthan,Udaipur,Central Plateau and Hills Region,1,0,0,18.6,26.4,2.73
Sikkim,Gangtok (East Sikkim),Eastern Himalayan Region,0,0,1,3.2,10.0,1.27
Sikkim,Gyalshing (West Sikkim),Eastern Himalayan Region,0,0,1,3.2,10.0,1.27
Sikkim,Mangan (North Sikkim),Eastern Himalayan Region,0,0,0,3.2,10.0,1.27
Sikkim,Namchi (South Sikkim),Eastern Himalayan Region,0,0,0,3.2,10.0,1.27
Sikkim,Pakyong,Eastern Himalayan Region,0,0,0,3.2,10.0,1.27
Sikkim,Soreng,Eastern Himalayan Region,0,0,0,3.2,10.0,1.27
Tamil Nadu,Ariyalur,Southern Plateau and Hills Region,0,0,0,2.2,63.1,0.75
Tamil Nadu,Chengalpattu,East Coast Plains and Hills Region,0,0,0,2.2,63.1,0.75
Tamil Nadu,Chennai,East Coast Plains and Hills Region,0,0,0,2.2,63.1,0.75
Tamil Nadu,Coimbatore,Southern Plateau and Hills Region,0,0,0,2.2,63.1,0.75
Tamil Nadu,Cuddalore,East Coast Plains and Hills Region,0,0,0,2.2,63.1,0.75
Tamil Nadu,Dharmapuri,Southern Plateau and Hills Region,1,0,0,2.2,63.1,0.75
Tamil Nadu,Dindigul,Southern Plateau and Hills Region,1,0,0,2.2,63.1,0.75
Tamil Nadu,Erode,Southern Plateau and Hills Region,0,0,0,2.2,63.1,0.75
Tamil Nadu,Kallakurichi,Southern Plateau and Hills Region,0,0,0,2.2,63.1,0.75
Tamil Nadu,Kanchipuram,East Coast Plains and Hills Region,0,0,0,2.2,63.1,0.75
Tamil Nadu,Kanyakumari,East Coast Plains and Hills Region,0,0,0,2.2,63.1,0.75
Tamil Nadu,Karur,Southern Plateau and Hills Region,1,0,0,2.2,63.1,0.75
Tamil Nadu,Krishnagiri,Southern Plateau and Hills Region,1,0,0,2.2,63.1,0.75
Tamil Nadu,Madurai,Southern Plateau and Hills Region,1,0,0,2.2,63.1,0.75
Tamil Nadu,Mayiladuthurai,East Coast Plains and Hills Region,0,0,0,2.2,63.1,0.75
Tamil Nadu,Nagapattinam,East Coast Plains and Hills Region,0,0,0,2.2,63.1,0.75
Tamil Nadu,Namakkal,Southern Plateau and Hills Region,0,0,0,2.2,63.1,0.75
